CO(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,AH,hola1
5,-200,30,1,1553,514,449,166,2130,23,6053
4,-200,20,0,1296,414,529,142,1854,22,5956
1,-200,10,5,997,143,677,84,1549,22,5591
1,-200,9,0,938,147,700,87,1500,22,5418
1,-200,10,7,1004,159,665,91,1577,21,5417
1,-200,10,4,993,206,659,91,1572,20,5442
1,-200,9,7,967,140,687,74,1557,19,5322
1,-200,6,9,851,132,764,69,1465,19,5308
0,-200,4,0,709,-200,893,-200,1348,20,5372
0,-200,3,0,655,81,968,54,1326,19,5550
0,-200,4,3,726,120,872,60,1371,19,5630
1,-200,9,8,972,279,674,69,1568,18,5705
2,-200,17,2,1217,392,559,91,1816,20,5929
4,-200,27,9,1501,433,469,97,2130,20,5870
3,-200,20,5,1311,531,503,114,1900,22,6048
3,-200,21,2,1330,619,497,129,1908,23,5963
3,-200,19,9,1294,522,506,137,1879,23,
3,-200,21,1,1326,505,485,134,1943,23,5170
4,-200,22,3,1359,465,477,132,2005,23,5400
3,-200,-200,0,-200,383,-200,123,-200,-200,5375
2,-200,12,9,1079,278,603,105,1668,25,
3,-200,18,4,1251,372,530,136,1853,26,
5,-200,26,5,1466,540,458,169,2130,25,
-200,29,4,1536,-200,435,-200,2205,1773,3,
-200,33,7,1637,-200,411,-200,2338,1848,2,
-200,19,9,1293,-200,524,-200,1902,1550,8,
-200,13,5,1100,-200,598,-200,1710,1350,5,
-200,11,2,1022,-200,645,-200,1592,1235,3,
-200,9,1,944,-200,686,-200,1523,1162,8,
-200,10,9,1012,-200,642,-200,1595,1211,6,
-200,8,4,914,-200,699,-200,1512,1097,6,
-200,7,1,860,-200,742,-200,1500,1021,4,
-200,4,3,730,-200,858,-200,1388,913,3,
-200,4,0,711,-200,867,-200,1384,909,5,
-200,5,8,804,-200,774,-200,1458,983,3,
-200,6,3,827,-200,751,-200,1479,1024,1,
-200,12,3,1061,-200,612,-200,1691,1243,2,
-200,13,3,1093,-200,592,-200,1677,1253,1,
-200,12,5,1066,-200,608,-200,1665,1240,5,
-200,10,5,997,-200,648,-200,1587,1155,2,
-200,12,1,1053,-200,614,-200,1650,1193,2,
-200,12,1,1053,-200,630,-200,1641,1153,8,
-200,11,2,1023,-200,639,-200,1640,1034,7,
-200,7,2,867,-200,739,-200,1499,870,8,
-200,8,7,928,-200,704,-200,1533,890,7,
-200,9,6,962,-200,690,-200,1589,946,5,
-200,11,6,1037,-200,638,-200,1648,1033,4,
-200,12,7,1072,-200,617,-200,1688,1107,4,
-200,20,7,1315,-200,512,-200,1954,1395,9,
-200,17,8,1234,-200,553,-200,1849,1342,9,
-200,11,2,1021,-200,666,-200,1633,1152,1,
-200,10,8,1007,-200,668,-200,1577,1128,8,
-200,9,4,953,-200,691,-200,1526,1104,7,
-200,8,5,921,-200,720,-200,1506,1055,1,
-200,6,5,836,-200,788,-200,1467,904,7,
-200,5,1,768,-200,850,-200,1416,835,2,
-200,4,5,740,-200,881,-200,1412,781,3,
-200,3,9,703,-200,908,-200,1391,761,2,
-200,3,3,672,-200,948,-200,1377,742,1,
-200,3,2,665,-200,972,-200,1370,779,9,
-200,5,4,781,-200,829,-200,1469,894,8,
-200,5,6,795,-200,800,-200,1476,927,4,
-200,7,5,880,-200,727,-200,1538,1034,6,
-200,10,7,1003,-200,647,-200,1638,1217,5,
-200,8,4,916,-200,711,-200,1517,1093,7,
-200,11,3,1025,-200,663,-200,1588,1073,6,
-200,8,3,911,-200,715,-200,1517,969,4,
-200,6,0,814,-200,794,-200,1446,777,4,
-200,6,7,843,-200,769,-200,1458,743,1,
-200,6,2,823,-200,775,-200,1449,777,9,
-200,7,7,887,-200,716,-200,1488,819,9,
-200,11,0,1015,-200,647,-200,1619,1056,7,
-200,20,8,1320,-200,514,-200,1925,1481,7,
-200,21,4,1336,-200,498,-200,1929,1590,7,
-200,10,4,992,-200,654,-200,1587,1211,9,
-200,8,3,911,-200,735,-200,1506,1052,0,
-200,7,8,890,-200,745,-200,1522,1000,5,
-200,5,5,789,-200,828,-200,1432,874,8,
-200,5,2,772,-200,838,-200,1431,852,4,
-200,3,2,666,-200,969,-200,1323,728,9,
-200,2,7,632,-200,1037,-200,1322,713,8,
-200,3,0,652,-200,997,-200,1326,734,1,
-200,4,0,713,-200,937,-200,1351,777,7,
-200,5,6,795,-200,858,-200,1373,815,1,
-200,11,1,1018,-200,706,-200,1573,1002,3,
-200,20,1,1299,-200,550,-200,1864,1302,5,
-200,23,6,1393,-200,505,-200,1967,1542,9,
-200,21,0,1324,-200,527,-200,1886,1571,9,
-200,21,8,1346,-200,519,-200,1910,1614,2,
-200,22,1,1355,-200,516,-200,1931,1583,8,
-200,18,2,1247,-200,561,-200,1829,1285,0,
-200,14,2,1124,-200,625,-200,1655,1094,1,
-200,14,9,1147,-200,612,-200,1707,1113,4,
-200,21,1,1328,-200,528,-200,1898,1395,9,
-200,30,3,1558,-200,451,-200,2181,1620,4,
-200,41,6,1805,-200,391,-200,2523,1882,0,
-200,44,7,1866,-200,378,-200,2612,2006,3,
-200,21,3,1331,-200,520,-200,1925,1643,3,
-200,10,0,979,-200,699,-200,1539,1239,6,
-200,8,9,936,-200,731,-200,1499,1121,2,
-200,7,4,875,-200,787,-200,1446,1012,6,
-200,6,4,831,-200,810,-200,1425,961,0,
-200,3,7,693,-200,971,-200,1335,825,7,
-200,2,5,620,-200,1081,-200,1270,703,8,
-200,2,7,631,-200,1072,-200,1280,752,8,
-200,2,5,620,-200,1053,-200,1260,741,8,
-200,4,1,717,-200,955,-200,1334,786,6,
-200,7,8,889,-200,763,-200,1450,952,4,
-200,30,8,1569,-200,476,-200,2195,1601,4,
-200,26,4,1465,-200,491,-200,1998,1621,5,
-200,21,6,1339,-200,525,-200,1870,1622,6,
-200,22,8,1373,-200,513,-200,1910,1759,9,
-200,19,3,1276,-200,539,-200,1790,1666,0,
-200,30,4,1559,-200,453,-200,2130,1918,6,
-200,23,4,1389,-200,516,-200,1886,1525,9,
-200,17,1,1212,-200,575,-200,1717,1332,4,
-200,14,6,1136,-200,611,-200,1675,1183,5,
-200,21,6,1340,-200,533,-200,1841,1414,8,
-200,31,9,1595,-200,459,-200,2181,1680,7,
-200,40,5,1782,-200,401,-200,2403,2004,0,
-200,41,6,1805,-200,380,-200,2473,2094,6,
-200,23,9,1402,-200,475,-200,2018,1780,9,
-200,20,3,1304,-200,500,-200,1829,1640,7,
-200,12,8,1077,-200,602,-200,1580,1379,8,
-200,8,7,928,-200,688,-200,1470,1139,4,
-200,6,8,850,-200,760,-200,1411,1001,7,
-200,5,3,780,-200,810,-200,1377,910,2,
-200,4,6,743,-200,841,-200,1377,895,3,
-200,3,2,665,-200,943,-200,1310,805,8,
-200,2,8,636,-200,992,-200,1285,761,0,
-200,3,6,686,-200,933,-200,1304,805,3,
-200,6,2,823,-200,804,-200,1395,894,1,
-200,24,2,1409,-200,506,-200,1972,1439,6,
-200,32,0,1596,-200,429,-200,2183,1706,3,
-200,25,8,1449,-200,473,-200,2039,1756,4,
-200,16,2,1186,-200,560,-200,1713,1493,5,
-200,17,7,1231,-200,530,-200,1771,1567,7,
-200,16,5,1195,-200,542,-200,1784,1376,8,
-200,18,3,1249,-200,518,-200,1845,1399,0,
-200,14,6,1137,-200,563,-200,1729,1293,3,
-200,17,1,1213,-200,530,-200,1789,1348,4,
-200,17,2,1216,-200,542,-200,1772,1314,6,
-200,24,6,1419,-200,476,-200,1966,1507,7,
-200,26,9,1476,-200,463,-200,2022,1660,7,
-200,44,0,1852,-200,360,-200,2553,2143,5,
-200,31,0,1573,-200,427,-200,2195,1968,3,
-200,16,8,1204,-200,542,-200,1759,1490,4,
-200,11,0,1014,-200,641,-200,1553,1249,7,
-200,11,4,1029,-200,620,-200,1570,1265,4,
-200,9,9,972,-200,650,-200,1529,1181,3,
-200,5,0,762,-200,814,-200,1385,954,4,
-200,3,7,696,-200,894,-200,1375,875,3,
-200,3,1,660,-200,925,-200,1321,838,9,
-200,2,9,643,-200,948,-200,1329,825,9,
-200,4,4,732,-200,852,-200,1400,882,8,
-200,7,4,873,-200,741,-200,1479,990,1,
-200,19,4,1280,-200,518,-200,1899,1423,7,
-200,37,1,1711,-200,383,-200,2464,1823,9,
-200,22,2,1357,-200,491,-200,1937,1581,5,
-200,18,5,1255,-200,516,-200,1864,1500,5,
-200,14,0,1116,-200,587,-200,1668,1268,7,
-200,15,5,1165,-200,571,-200,1743,1230,1,
-200,15,7,1172,-200,561,-200,1739,1204,9,4468
-200,15,7,1172,-200,566,-200,1747,1205,9,4370
-200,12,7,1075,-200,605,-200,1651,1103,2,4464
2,-200,15,3,1157,267,572,87,1707,28,4892
5,-200,28,8,1522,398,447,111,2110,28,
5,-200,26,1,1458,418,463,119,2024,25,5219
6,-200,37,1,1709,515,399,128,2370,24,5036
7,35,7,1680,669,396,117,2280,1959,2,4923
2,-200,16,5,1194,326,559,92,1715,22,4827
1,-200,11,0,1016,209,658,73,1572,21,4720
1,-200,10,8,1008,183,658,60,1556,20,4771
1,-200,9,6,964,165,668,60,1517,20,4586
1,-200,6,5,836,111,762,53,1423,20,4498
0,-200,3,6,688,67,920,47,1317,20,4552
0,-200,3,3,670,-200,931,-200,1326,18,4519
0,-200,4,4,731,88,865,43,1360,18,4801
0,-200,5,5,790,147,817,47,1390,18,4999
1,-200,10,8,1009,279,653,50,1589,18,5056
5,-200,31,2,1578,665,440,81,2205,19,5349
4,-200,24,8,1424,592,465,75,2033,19,5807
3,-200,24,2,1409,557,483,87,1984,21,5530
5,-200,29,5,1539,693,435,128,2141,23,4356
3,-200,21,0,1323,530,496,105,1913,24,4738
3,-200,19,6,1285,412,518,101,1883,26,4860
3,-200,21,2,1331,366,520,100,1916,27,5147
3,-200,18,0,1238,344,548,98,1805,28,5191
3,-200,20,5,1311,339,525,98,1845,28,5572
2,-200,15,6,1167,297,586,98,1690,28,5665
2,-200,19,2,1275,294,543,90,1799,28,5856
2,-200,20,0,1296,211,534,84,1846,26,5951
3,-200,21,1,1327,323,497,101,1895,25,6049
2,-200,18,6,1256,333,525,98,1797,24,6298
1,-200,12,3,1061,163,619,76,1615,24,6080
1,-200,10,3,990,151,652,71,1559,24,5967
1,-200,9,6,961,167,666,71,1569,23,5940
1,-200,9,9,975,174,665,66,1565,22,5828
1,-200,8,6,923,142,673,62,1519,21,5951
1,-200,7,3,871,155,697,58,1502,21,6201
0,-200,5,4,785,-200,766,-200,1447,21,6210
0,-200,5,1,770,96,780,48,1450,21,6165
1,-200,7,8,890,154,681,53,1549,20,6186
1,-200,8,2,907,211,681,55,1548,20,6238
2,-200,17,6,1229,381,523,63,1872,20,5980
3,-200,20,1,1298,470,489,69,1940,21,6286
3,-200,18,7,1260,464,502,84,1868,23,6957
3,-200,19,5,1282,450,498,95,1899,26,7309
2,-200,13,0,1082,274,588,80,1689,28,7392
3,-200,18,2,1246,306,512,87,1873,28,7248
3,-200,16,2,1187,308,539,94,1812,29,7308
1,-200,11,0,1016,186,624,76,1650,28,7468
2,-200,15,9,1177,238,548,92,1775,29,7928
2,-200,14,2,1123,249,578,94,1716,29,7966
3,-200,19,9,1293,378,502,110,1907,28,7334
3,-200,21,7,1343,386,470,109,1990,27,7447
4,-200,25,7,1447,461,448,122,2065,26,7367
3,-200,17,3,1218,394,535,107,1796,26,7433
2,-200,11,2,1022,266,630,83,1641,24,7438
1,-200,8,9,935,158,701,62,1565,24,
3,-200,15,2,1155,319,565,89,1738,24,7515
3,-200,17,2,1217,409,552,103,1812,24,7538
2,11,9,1046,223,621,74,1664,1103,9,
1,-200,8,1,903,107,732,52,1560,23,7355
1,-200,4,9,759,-200,845,-200,1440,23,7275
-200,3,6,686,50,942,38,1406,549,8,7127
0,-200,3,7,695,56,910,39,1429,22,7256
1,-200,6,3,825,163,753,59,1526,21,
1,-200,7,7,886,187,705,56,1574,21,8468
1,-200,6,3,826,150,765,51,1521,22,8351
1,5,6,795,103,807,51,1494,834,1,7838
1,-200,5,1,767,143,814,58,1489,24,8881
1,-200,9,0,941,220,680,68,1653,24,7879
2,-200,9,3,952,301,668,81,1622,24,7917
1,-200,5,9,807,214,768,73,1546,21,7877
1,-200,4,4,732,162,872,69,1476,19,7695
1,-200,5,8,804,232,815,81,1510,19,
1,-200,6,6,841,254,784,82,1531,19,6914
1,-200,7,8,890,224,744,71,1578,20,6848
2,8,4,915,247,733,81,1586,892,1,6719
2,-200,8,3,910,334,726,87,1563,21,6585
1,-200,8,1,905,239,734,72,1576,21,6507
1,-200,6,1,817,168,806,63,1517,20,6384
1,-200,6,7,844,185,767,63,1527,20,5901
1,-200,6,6,838,178,768,63,1549,20,5663
1,-200,6,1,817,132,799,55,1502,20,5885
1,-200,6,0,811,135,794,52,1502,20,5795
0,-200,1,4,536,39,1203,32,1302,19,5945
0,-200,1,7,558,-200,1166,-200,1304,18,5918
0,-200,1,9,576,33,1139,29,1321,17,5821
0,-200,3,4,679,90,956,44,1385,18,5567
1,-200,7,2,865,164,757,53,1486,18,5638
2,-200,19,0,1267,336,559,62,1888,19,6192
3,-200,24,5,1416,366,499,68,1971,20,6070
4,-200,25,6,1444,565,475,85,2049,19,5795
3,-200,17,1,1213,536,564,88,1789,19,5832
2,-200,12,3,1058,416,647,82,1623,20,6074
2,-200,15,2,1155,379,607,91,1738,21,4942
3,-200,18,3,1248,368,557,87,1837,20,4642
3,-200,17,2,1217,444,566,90,1810,20,5115
2,-200,14,1,1120,352,634,97,1667,21,4898
3,-200,18,3,1248,375,574,99,1814,23,
4,-200,25,0,1429,479,499,109,2072,21,4769
4,-200,22,2,1356,448,525,95,1966,20,4672
4,21,4,1335,388,537,80,1920,1444,9,4415
3,-200,16,2,1185,376,592,76,1751,19,3032
1,-200,10,3,987,224,700,62,1556,20,3110
1,-200,8,9,934,206,743,57,1525,19,
1,-200,6,5,833,143,846,57,1381,18,3529
1,-200,5,1,769,113,919,54,1340,18,3952
1,4,6,742,93,915,50,1345,796,1,3674
0,-200,2,1,593,58,1134,44,1277,18,2772
0,-200,2,4,616,-200,1072,-200,1300,18,2276
0,-200,3,2,666,56,1029,34,1311,17,2151
0,-200,3,9,705,105,982,44,1312,16,
1,-200,6,0,810,243,881,74,1356,17,
2,-200,13,8,1110,492,671,101,1650,17,
3,14,8,1141,435,648,103,1594,1114,9,
-200,8,4,917,-200,795,-200,1398,903,1,
-200,9,0,941,-200,785,-200,1442,914,2,
-200,8,3,911,-200,793,-200,1380,872,7,
-200,9,5,957,-200,773,-200,1426,860,8,
-200,12,1,1053,-200,707,-200,1514,959,5,
-200,7,4,875,-200,826,-200,1365,814,9,
-200,8,0,898,-200,816,-200,1377,827,4,
-200,7,9,894,-200,818,-200,1366,804,9,
-200,10,9,1012,-200,730,-200,1460,906,1,
-200,12,1,1053,-200,708,-200,1480,958,5,
-200,14,7,1140,-200,670,-200,1577,1032,7,
-200,6,0,813,-200,898,-200,1274,772,4,
-200,4,3,729,-200,990,-200,1219,618,5,
-200,4,1,716,-200,997,-200,1205,614,6,
-200,3,1,659,-200,1074,-200,1161,550,8,
-200,2,2,600,-200,1164,-200,1132,511,8,
-200,1,5,543,-200,1276,-200,1100,469,6,
-200,0,9,485,-200,1419,-200,1065,425,6,
-200,0,5,444,-200,1558,-200,1050,394,4,
-200,0,6,449,-200,1590,-200,1055,392,5,
-200,0,7,466,-200,1485,-200,1066,408,3,
-200,2,2,599,-200,1205,-200,1141,517,7,9246
-200,5,8,800,-200,908,-200,1272,750,3,9289
-200,5,9,809,-200,878,-200,1272,787,0,
1,-200,5,9,809,286,882,78,1257,15,
1,-200,5,3,776,281,932,72,1222,16,
-200,6,9,853,-200,859,-200,1283,839,4,
-200,7,7,886,-200,818,-200,1307,827,0,
-200,7,3,871,-200,832,-200,1314,765,9,
-200,7,2,864,-200,831,-200,1297,814,4,
-200,6,0,810,-200,892,-200,1258,737,0,
-200,8,3,910,-200,795,-200,1348,875,3,
-200,11,2,1022,-200,726,-200,1454,983,2,
-200,10,1,983,-200,759,-200,1370,942,8,
-200,10,6,1001,-200,731,-200,1415,971,7,
-200,7,2,867,-200,834,-200,1314,891,8,
-200,4,4,732,-200,970,-200,1207,724,9,
-200,3,8,698,-200,1013,-200,1174,719,2,
-200,3,8,698,-200,1015,-200,1189,705,3,
-200,4,0,712,-200,1004,-200,1197,718,1,
-200,2,2,602,-200,1146,-200,1123,584,0,
-200,1,1,506,-200,1333,-200,1074,469,9,
-200,0,8,483,-200,1434,-200,1065,438,2,
-200,0,8,475,-200,1436,-200,1061,432,1,
-200,1,2,517,-200,1325,-200,1091,487,9,
-200,3,2,663,-200,1080,-200,1189,655,2,
-200,10,2,985,-200,758,-200,1465,1009,3,
-200,13,6,1103,-200,659,-200,1520,1113,6,
-200,9,9,976,-200,747,-200,1386,1030,3,
-200,9,1,942,-200,776,-200,1359,986,4,
-200,8,0,901,-200,788,-200,1369,975,9,
-200,9,7,968,-200,746,-200,1442,984,5,
-200,9,7,966,-200,726,-200,1446,982,2,
-200,12,0,1049,-200,675,-200,1530,1117,0,
-200,11,3,1024,-200,679,-200,1537,1177,9,
-200,10,4,993,-200,711,-200,1507,1129,5,
-200,12,4,1064,-200,653,-200,1616,1217,7,
-200,14,6,1135,-200,615,-200,1682,1234,8,
-200,21,0,1324,-200,537,-200,1907,1412,3,
-200,17,9,1237,-200,553,-200,1804,1350,6,
-200,7,3,872,-200,769,-200,1479,968,4,
-200,4,8,754,-200,884,-200,1393,759,6,
-200,4,8,756,-200,908,-200,1363,741,9,
-200,7,7,887,-200,770,-200,1473,866,1,
-200,4,3,730,-200,906,-200,1345,757,8,
-200,3,0,649,-200,1046,-200,1289,675,4,
-200,2,1,590,-200,1125,-200,1241,624,8,
-200,2,3,604,-200,1097,-200,1259,605,2,
-200,3,5,681,-200,992,-200,1312,703,8,
-200,10,0,977,-200,725,-200,1562,998,6,
-200,20,5,1311,-200,544,-200,1878,1311,8,
-200,22,2,1358,-200,519,-200,1942,1403,6,
-200,24,1,1405,-200,501,-200,1941,1573,3,
-200,17,4,1221,-200,578,-200,1760,1354,2,
-200,14,2,1122,-200,639,-200,1659,1131,4,
-200,15,0,1149,-200,620,-200,1676,1113,7,
-200,18,3,1247,-200,560,-200,1861,1258,5,
-200,13,0,1085,-200,684,-200,1548,985,3,
-200,18,1,1243,-200,603,-200,1689,1197,2,
-200,23,1,1381,-200,540,-200,1881,1402,5,
-200,24,9,1426,-200,509,-200,1938,1491,9,
-200,21,7,1342,-200,539,-200,1875,1396,8,
-200,14,1,1119,-200,648,-200,1593,1198,1,
-200,11,9,1045,-200,689,-200,1523,1166,6,
-200,5,1,766,-200,902,-200,1357,752,6,
-200,6,8,849,-200,853,-200,1390,717,5,
-200,4,8,756,-200,939,-200,1311,693,3,
-200,7,2,865,-200,825,-200,1394,816,1,
-200,5,4,785,-200,879,-200,1326,766,5,
-200,3,0,649,-200,1033,-200,1249,631,7,
-200,3,7,692,-200,986,-200,1287,683,5,
-200,3,6,686,-200,970,-200,1278,654,0,
-200,4,7,747,-200,902,-200,1325,759,5,
-200,6,9,851,-200,808,-200,1389,876,6,
-200,7,7,886,-200,807,-200,1446,926,0,
-200,12,2,1057,-200,667,-200,1569,1091,9,
-200,9,6,964,-200,729,-200,1454,1045,4,
-200,9,6,961,-200,756,-200,1413,928,3,
-200,8,3,910,-200,828,-200,1342,777,0,
-200,7,0,857,-200,892,-200,1275,640,3,
-200,8,2,906,-200,819,-200,1354,741,2,
-200,4,5,737,-200,1021,-200,1162,483,8,
-200,5,5,789,-200,960,-200,1234,522,6,
-200,8,7,927,-200,825,-200,1320,718,0,
-200,8,7,929,-200,816,-200,1332,798,9,
-200,14,0,1118,-200,695,-200,1534,1174,2,
-200,9,5,958,-200,787,-200,1417,891,9,
-200,7,9,893,-200,819,-200,1397,799,7,
-200,6,2,822,-200,855,-200,1377,855,1,
-200,4,0,712,-200,979,-200,1303,734,2,
-200,4,4,735,-200,960,-200,1284,691,4,
-200,2,6,628,-200,1118,-200,1228,557,5,
-200,2,7,633,-200,1097,-200,1259,523,4,
-200,3,8,698,-200,991,-200,1307,610,4,
-200,3,6,690,-200,984,-200,1309,574,8,
-200,2,2,602,-200,1120,-200,1227,470,0,
-200,1,7,558,-200,1217,-200,1179,434,0,
-200,2,1,595,-200,1208,-200,1214,507,9,
-200,2,3,604,-200,1181,-200,1171,467,9,
-200,4,8,754,-200,961,-200,1296,591,9,
-200,5,6,792,-200,913,-200,1315,717,1,
-200,6,8,850,-200,846,-200,1351,774,2,
-200,6,2,821,-200,900,-200,1302,697,5,
-200,6,8,848,-200,866,-200,1305,701,6,
-200,11,1,1020,-200,744,-200,1478,752,6,
-200,12,2,1057,-200,701,-200,1473,760,0,
-200,4,7,748,-200,999,-200,1179,505,1,
-200,5,1,769,-200,962,-200,1212,529,4,
-200,12,7,1072,-200,733,-200,1495,832,9,
-200,11,6,1037,-200,749,-200,1429,904,8,
-200,12,7,1074,-200,712,-200,1457,1050,2,
-200,9,7,968,-200,783,-200,1348,1000,3,
-200,7,8,891,-200,814,-200,1361,911,8,
-200,6,8,850,-200,840,-200,1321,858,5,
-200,8,1,904,-200,808,-200,1344,903,5,
-200,5,4,784,-200,922,-200,1252,781,8,
-200,4,4,732,-200,988,-200,1247,714,8,
-200,2,4,614,-200,1116,-200,1177,625,8,
-200,1,6,555,-200,1226,-200,1158,568,8,
-200,1,8,570,-200,1191,-200,1167,616,5,
-200,3,1,661,-200,1074,-200,1207,710,0,
-200,9,2,947,-200,759,-200,1425,953,6,
-200,20,8,1319,-200,576,-200,1741,1271,3,
-200,26,8,1473,-200,514,-200,1884,1447,4,
-200,17,7,1230,-200,616,-200,1565,1296,8,
-200,14,2,1124,-200,646,-200,1521,1217,7,
-200,16,8,1203,-200,599,-200,1664,1341,1,
-200,16,0,1179,-200,608,-200,1641,1180,2,
-200,19,9,1293,-200,549,-200,1797,1365,4,
-200,18,5,1253,-200,537,-200,1763,1410,9,
-200,21,4,1334,-200,512,-200,1862,1529,3,
-200,22,8,1372,-200,497,-200,1883,1573,0,
-200,36,5,1697,-200,407,-200,2287,1810,7,
-200,38,8,1745,-200,398,-200,2357,1834,3,
-200,32,3,1604,-200,436,-200,2161,1672,5,
-200,29,3,1534,-200,444,-200,2080,1686,8,
-200,14,2,1124,-200,597,-200,1606,1302,6,
-200,8,0,898,-200,761,-200,1409,1023,5,
-200,7,4,875,-200,779,-200,1380,992,5,
-200,7,2,864,-200,788,-200,1371,960,2,
-200,8,0,898,-200,746,-200,1414,955,9,
-200,6,5,835,-200,788,-200,1354,887,1,
-200,5,2,773,-200,842,-200,1303,851,0,
-200,5,6,792,-200,818,-200,1323,903,9,
-200,7,0,859,-200,772,-200,1383,954,2,
-200,11,5,1031,-200,669,-200,1528,1107,2,
-200,21,7,1343,-200,517,-200,1852,1442,2,
-200,37,9,1726,-200,404,-200,2316,1818,8,
-200,30,1,1552,-200,441,-200,2074,1802,6,
-200,24,5,1416,-200,485,-200,1894,1671,6,
-200,25,2,1435,-200,479,-200,1911,1710,3,
-200,26,5,1468,-200,474,-200,1945,1746,4,
-200,19,6,1286,-200,544,-200,1760,1495,9,
-200,13,4,1097,-200,640,-200,1596,1203,0,
-200,15,3,1158,-200,602,-200,1682,1252,8,
-200,15,1,1151,-200,593,-200,1671,1528,7,
-200,21,1,1326,-200,530,-200,1887,1629,3,
-200,23,6,1393,-200,490,-200,1976,1608,2,
-200,25,7,1447,-200,474,-200,2017,1664,2,
-200,27,2,1483,-200,454,-200,2098,1666,8,
-200,24,4,1415,-200,470,-200,1985,1594,9,
-200,20,3,1305,-200,513,-200,1851,1421,8,
-200,14,8,1141,-200,571,-200,1671,1337,2,
-200,12,8,1077,-200,603,-200,1628,1270,0,
-200,10,0,979,-200,666,-200,1520,1156,5,
-200,9,3,951,-200,675,-200,1509,1124,4,
-200,9,3,950,-200,684,-200,1519,1049,4,
-200,8,8,931,-200,688,-200,1508,1044,7,
-200,10,2,985,-200,645,-200,1544,1109,4,
-200,13,1,1086,-200,594,-200,1659,1224,5,
-200,26,1,1457,-200,458,-200,2043,1611,8,
-200,37,9,1728,-200,371,-200,2376,2004,9,
-200,26,2,1459,-200,448,-200,2036,1776,3,
-200,23,1,1379,-200,467,-200,1965,1723,0,
-200,26,0,1455,-200,438,-200,2027,1916,4,
-200,28,1,1506,-200,424,-200,2093,1955,8,
-200,28,0,1503,-200,431,-200,2094,1894,7,7765
-200,24,6,1418,-200,452,-200,2015,1823,4,
-200,22,4,1362,-200,473,-200,1924,1793,7,8088
4,-200,30,9,1573,652,424,167,2307,24,8319
8,43,7,1846,895,348,194,2595,2203,6,
7,-200,40,0,1770,826,358,172,2474,23,8061
6,-200,35,9,1684,648,373,134,2378,23,7900
6,30,1,1553,629,409,130,2170,1780,4,7699
4,-200,22,3,1360,529,458,113,1944,22,7872
3,-200,17,7,1229,405,511,99,1820,21,7574
3,-200,19,5,1283,461,496,109,1877,21,
4,-200,22,3,1359,486,467,105,1957,21,7421
3,-200,15,4,1161,335,552,91,1765,21,
2,9,3,951,210,664,77,1570,1076,8,7447
1,-200,6,0,812,-200,784,-200,1453,21,7080
-200,6,6,839,99,754,59,1473,970,4,6830
0,-200,5,1,771,149,830,60,1420,21,6645
1,-200,8,8,932,203,706,72,1565,21,6636
2,-200,16,6,1198,332,578,83,1791,21,6796
3,-200,24,3,1412,446,494,104,2016,22,
3,-200,20,6,1313,524,517,119,1866,22,6834
2,-200,15,6,1167,347,572,105,1704,25,6872
2,12,2,1058,273,634,91,1626,1237,0,7172
3,-200,17,7,1230,404,542,103,1834,25,7507
2,-200,14,8,1143,-200,578,-200,1736,26,
2,-200,15,0,1148,312,585,111,1733,27,7936
2,-200,16,7,1200,369,539,101,1807,26,8347
3,17,7,1230,362,519,102,1864,1483,5,
3,-200,20,9,1322,335,488,101,1933,27,
4,-200,28,7,1520,447,427,118,2166,25,7863
6,34,8,1661,576,382,120,2403,1846,1,7940
5,27,5,1492,486,432,107,2160,1665,7,7630
4,-200,24,9,1427,439,450,104,2085,23,7164
4,-200,24,2,1409,462,448,91,2048,22,7046
4,-200,22,2,1357,441,466,91,1964,21,
2,-200,13,2,1090,223,593,74,1655,21,6353
1,-200,7,9,895,126,714,63,1474,21,
1,5,9,807,116,788,57,1423,904,3,5861
0,-200,4,1,714,-200,870,-200,1355,20,
-200,4,6,741,125,849,48,1392,843,6,5859
0,-200,5,8,804,198,802,49,1435,18,5781
1,6,5,834,185,770,55,1435,911,8,6069
2,-200,19,5,1282,425,541,78,1912,19,6246
4,-200,28,0,1503,465,437,91,2158,20,6514
2,-200,18,7,1261,341,535,88,1830,22,6712
2,-200,18,3,1248,316,525,83,1787,22,7148
2,-200,14,3,1125,241,574,81,1704,24,7101
2,-200,16,5,1194,266,538,83,1781,24,6928
3,-200,22,9,1375,412,467,111,2007,26,7017
3,-200,22,3,1358,394,474,112,2033,26,6340
3,-200,22,0,1352,365,474,112,1996,26,6276
5,-200,27,7,1496,548,429,137,2127,26,6457
5,-200,29,8,1546,494,435,152,2176,26,6616
8,-200,40,0,1771,686,373,163,2486,24,6556
6,-200,35,1,1666,556,397,135,2339,23,6319
4,-200,25,5,1443,467,454,119,2020,22,6009
2,-200,13,7,1107,297,579,91,1657,21,5830
1,-200,9,7,965,164,669,74,1502,21,5544
1,-200,9,8,970,196,664,73,1509,20,
1,-200,10,1,983,201,673,71,1518,20,5139
1,-200,6,0,813,132,792,57,1413,19,
1,6,0,814,146,800,51,1418,915,1,4834
0,-200,4,6,746,-200,852,-200,1374,19,4927
-200,4,0,712,94,872,42,1341,836,6,4910
